,Board,Post ID,Subject,Comment,Image URL
49,/v/,502294136,,"<a href=""#p502293971"" class=""quotelink"">&gt;&gt;502293971</a><br><span class=""quote"">&gt;its why they have to put limiter cloaks on Tyrants because otherwise they mutate uncontrollably. </span><br>Fuck off with that Darkside Chronicles bullshit",
50,/v/,502294261,,"<a href=""#p502293971"" class=""quotelink"">&gt;&gt;502293971</a><br><span class=""quote"">&gt; (Zombie-&gt;Crimson head-&gt;Licker)</span><br>Didn&#039;t you learn from the last thread?",
51,/v/,502294405,,"<a href=""#p502294106"" class=""quotelink"">&gt;&gt;502294106</a><br>Farmed the shotty and handgun records on the deimos earlier today but i didnt think of farming the kill records in the hospital, thanks for the tip.",
52,/v/,502294608,,"<a href=""#p502294405"" class=""quotelink"">&gt;&gt;502294405</a><br><br>Yup.<br><br>You&#039;ll get an endless spawn of 3 zombies at a time coming through the barrier. You can just spray them down. Alternatively, just blow through the game with the rifle + assault coins. The kills rack up fast as fuck either way.",
53,/v/,502294654,,"<a href=""#p502294261"" class=""quotelink"">&gt;&gt;502294261</a><br>Wasn&#039;t around in a previous thread, did they retcon that as not being the case?<br><br><a href=""#p502294136"" class=""quotelink"">&gt;&gt;502294136</a><br>That&#039;s been canon outside of darkside chronicles for a long time.",
54,/v/,502256847,,"<span class=""quote"">&gt;When the side game turns out to be better than the main game</span>",http://i.4cdn.org/v/1586134990636.jpg
55,/v/,502294007,,Do characters have anything other than their default skins right now? Or should I not bother with cosmetics until later?,
56,/v/,502294070,,"<a href=""#p502293919"" class=""quotelink"">&gt;&gt;502293919</a><br>my first crate had the Umbrella special forces skin for zombies<br>pretty happy about that since I’m a Daniel main and a sucker for tacti-cool stuff",
57,/v/,502294163,,"<a href=""#p502293919"" class=""quotelink"">&gt;&gt;502293919</a><br><span class=""quote"">&gt;All my unlocks are fucking spray paints</span><br><a href=""#p502294007"" class=""quotelink"">&gt;&gt;502294007</a><br>It&#039;s just retextures. Spend your points on items created and grind your dailies for cosmetics.",
58,/v/,502294507,,"<a href=""#p502259924"" class=""quotelink"">&gt;&gt;502259924</a><br><span class=""quote"">&gt;pubes on the girls</span><br>Based<br><a href=""#p502286354"" class=""quotelink"">&gt;&gt;502286354</a><br>I know its great",
59,/v/,502294778,,"<a href=""#p502272956"" class=""quotelink"">&gt;&gt;502272956</a><br>Dropped it after played a few matches during the beta. It&#039;s trash.",
60,/v/,502293498,,"<span class=""quote"">&gt;trans r-</span><br>what rights do you not have?",http://i.4cdn.org/v/1586158306268.jpg
61,/v/,502294701,,"<a href=""#p502294386"" class=""quotelink"">&gt;&gt;502294386</a><br><span class=""quote"">&gt;Neither cover gender identity</span><br>Why should they? Why should a mentally ill crossdresser suffering an extended delusional episode be eligible for entitlements and privileges that are reserved for actual, biological women?",
62,/v/,502294736,,"<a href=""#p502294534"" class=""quotelink"">&gt;&gt;502294534</a><br>How do you even find these random tweets with less than 200 likes?",
63,/v/,502294743,,"<span class=""quote"">&gt;there&#039;s actual trannies from twitter and r_ddit ITT</span><br>The absolute state of this website",http://i.4cdn.org/v/1586159303753.png
64,/v/,502294762,,"<a href=""#p502293498"" class=""quotelink"">&gt;&gt;502293498</a><br>based smosh shitting on trannies<br>vidya",
65,/v/,502294776,,"<a href=""#p502294534"" class=""quotelink"">&gt;&gt;502294534</a><br><span class=""quote"">&gt;windows, switch, or android</span><br>yikes, confirmed for tranny faggotry. Good thing I use mac, ps4 and iphone. Miss me with that gay shit.",
66,/v/,502271815,,Explain how this is supposed to represent holiness.,http://i.4cdn.org/v/1586143841119.png
67,/v/,502294000,,"<a href=""#p502293437"" class=""quotelink"">&gt;&gt;502293437</a><br>III",
68,/v/,502294050,,"<a href=""#p502271815"" class=""quotelink"">&gt;&gt;502271815</a><br>Did the message of these games fly over your head?",
69,/v/,502294053,,"<a href=""#p502293437"" class=""quotelink"">&gt;&gt;502293437</a><br>Nocturne aka 3",
70,/v/,502294240,,"<a href=""#p502272120"" class=""quotelink"">&gt;&gt;502272120</a>",http://i.4cdn.org/v/1586158890661.gif
71,/v/,502294775,,"<a href=""#p502275985"" class=""quotelink"">&gt;&gt;502275985</a><br>shes got one extremely muscular ass cheek because shes been holding the weight of her entire body on it for so long",
72,/v/,502263878,,HEALTHY girls only,http://i.4cdn.org/v/1586139040229.png
73,/v/,502293826,,"<a href=""#p502292534"" class=""quotelink"">&gt;&gt;502292534</a><br>My fucking brother. Giantess artists have literal zero IQ most of the time. A 20ft tall woman would physically have longer anatomy and shit, much longer limbs, smaller head, long neck.<br><br>It would look like one of those ecchi artists that draws women with huge bodies and small heads.",
74,/v/,502294235,,,http://i.4cdn.org/v/1586158888622.jpg
75,/v/,502294348,,"<a href=""#p502271149"" class=""quotelink"">&gt;&gt;502271149</a><br><a href=""#p502272010"" class=""quotelink"">&gt;&gt;502272010</a><br><a href=""#p502273532"" class=""quotelink"">&gt;&gt;502273532</a><br>Post more.",
76,/v/,502294474,,"<a href=""#p502274497"" class=""quotelink"">&gt;&gt;502274497</a><br>You know how venus flytraps just get bugs to walk into their mouths? It&#039;s basically like that, you cannot resist. Minus the vore part though.",
77,/v/,502294774,,"<a href=""#p502272425"" class=""quotelink"">&gt;&gt;502272425</a><br>This chick would be pretty cute if she wasn&#039;t fat as fuck. Even a little chubby might still be cute but holy shit she is fucking obese.",
78,/v/,502282716,,"Are you playing any vns, anon?",http://i.4cdn.org/v/1586150595616.jpg
79,/v/,502292582,,"<a href=""#p502288952"" class=""quotelink"">&gt;&gt;502288952</a><br><a href=""#p502288959"" class=""quotelink"">&gt;&gt;502288959</a><br><a href=""#p502289548"" class=""quotelink"">&gt;&gt;502289548</a><br>Thanks",
80,/v/,502293368,,"<a href=""#p502292295"" class=""quotelink"">&gt;&gt;502292295</a><br>The weird ass new ones? They&#039;re weird, don&#039;t have scenes as far as I&#039;m aware, and have only the name in common with the first aside from the setting. Also lack the charm the first had as well. Also fuck off with episodic release nonsense.",http://i.4cdn.org/v/1586158196917.png
81,/v/,502293996,,"<a href=""#p502282716"" class=""quotelink"">&gt;&gt;502282716</a><br>1 room&#039;s pretty great, it has a good artstyle and the fact the girl looks like an older teen is great, hate that loli shit, its cringe.<br>Fleshed out, plenty of content and unique scenes to unlock, and hey, the girl has a good personality, at least the little we get of it.<br><br>Any others recs anons? I&#039;m aware of teaching feeling and the loli monochrome one. What else we got in this genre?",http://i.4cdn.org/v/1586158686282.jpg
82,/v/,502294420,,"<a href=""#p502293996"" class=""quotelink"">&gt;&gt;502293996</a><br>its quite a shame that the story of it just kinda stops? there was some potential to it but it never went anywhere",http://i.4cdn.org/v/1586159028489.jpg
83,/v/,502294772,,"<a href=""#p502289113"" class=""quotelink"">&gt;&gt;502289113</a><br>A non-VR adaptation wouldn&#039;t be hard to really make, but it would defeat the point of the already unique VR version. There isn&#039;t really a good long story driven VR game on steam right now.",
84,/v/,502251234,,Doa thread<br>What actually unlocks new main episodes? I assumed it was ranking up but I&#039;m S rank now and idk how to unlock the last episode now,http://i.4cdn.org/v/1586131958441.jpg
85,/v/,502293743,,"<a href=""#p502293509"" class=""quotelink"">&gt;&gt;502293509</a><br>Cute!",
86,/v/,502293806,,"<a href=""#p502292256"" class=""quotelink"">&gt;&gt;502292256</a><br>Now",
87,/v/,502294538,,"<a href=""#p502267081"" class=""quotelink"">&gt;&gt;502267081</a><br>things you&#039;ll never see in this game<br><span class=""quote"">&gt;kasumi swearing or saying &quot;fuck&quot;</span><br><span class=""quote"">&gt;honoka mod that increases her height</span><br><span class=""quote"">&gt;luna smiling. or showing any emotions for that matter</span><br><span class=""quote"">&gt;tamaki&#039;s anus</span><br><span class=""quote"">&gt;a smidgen of Helena&#039;s hairy nipples</span><br><span class=""quote"">&gt;a new girl character who is black.</span>",http://i.4cdn.org/v/1586159132874.jpg
88,/v/,502294698,,"<a href=""#p502294538"" class=""quotelink"">&gt;&gt;502294538</a><br>Thank you, Sony, for thinking about advertisers!",
89,/v/,502294769,,Got a bad feeling about this gotcha.,
90,/v/,502273151,,"Any oldfags, neets or otaku want to talk about vidya? <s>How was your weekend? What are your plans to stay sane in another week of quarantine?</s>",http://i.4cdn.org/v/1586144667928.gif
91,/v/,502294554,,"<a href=""#p502294467"" class=""quotelink"">&gt;&gt;502294467</a><br>I am because people don&#039;t use it right, same with waifu.<br>A weeb is someone who praises stuff from japan for being from japan, regardless of quality. Someone just into anime isn&#039;t a weeb, and someone who god forbid takes their interests seriously isn&#039;t a weeb",
92,/v/,502294647,,"<a href=""#p502282108"" class=""quotelink"">&gt;&gt;502282108</a><br><a href=""#p502283124"" class=""quotelink"">&gt;&gt;502283124</a><br>Anime is becoming too mainstream, and 4chan will always be against the mainstream.",http://i.4cdn.org/v/1586159227620.png
93,/v/,502294706,,"<a href=""#p502294549"" class=""quotelink"">&gt;&gt;502294549</a><br>Get off Twitter, it&#039;s worse than this place for bullshit.",
94,/v/,502294720,,"<a href=""#p502294267"" class=""quotelink"">&gt;&gt;502294267</a><br>I really niss when oc was much more common.<br><br><br><a href=""#p502294107"" class=""quotelink"">&gt;&gt;502294107</a><br>Half the people on this board should just go to /b/, they&#039;d be so much more at home there",
95,/v/,502294768,,"<a href=""#p502293494"" class=""quotelink"">&gt;&gt;502293494</a><br>I&#039;ve been here so long I can&#039;t even remember when I started. I guess it was Desu era? Honestly, for the longest time I avoided the more popular boards. I mostly hung out on /lit/ back when it was still good (albeit slow).<br><br>I don&#039;t know if 4chan changed or everything else around it changed. The world has gotten so PC and polarised and I think it&#039;s just reflected here. Anons used the word nigger but only in a le-edgy way. Now people actually mean something when they say nigger on this board. <br><br>People still spammed crappy memes too, like desu or trollface or &gt;mfw or whatever, but people called you an idiot and moved on. Now... now everything descends into name calling and the culture of most boards has become this absurd combative posting (again, possibly reflecting real life) where you&#039;re a shill or reddit if you don&#039;t have the right opinion.<br><br>I think newfags or also bought into an idea of what they thought 4chan was, rather than what it really was. The site was sensationalised as this evil, nasty depraved pit at the bottom of the internet filled with awful stuff. But 90% of the content wasn&#039;t that. But newcomers thought it was and so started posting all that shit. It&#039;s why we have Sneed now.<br><br>TL;DR, there were still dumb memes back in the day but people sage-ed your ass, thread died, everyone moved on and everyone was happier.",
96,/v/,502293450,,"I like Sae because<br><span class=""quote"">&gt;she is a total cunt to the mc</span><br><span class=""quote"">&gt;she threatens Sojiro with taking away her daughter</span><br><span class=""quote"">&gt;calls her sister a useless leech</span><br><br>Wait, why do people like her again?",http://i.4cdn.org/v/1586158261447.jpg
97,/v/,502294217,,"<a href=""#p502293450"" class=""quotelink"">&gt;&gt;502293450</a><br>She would totally be a mommy wife. She will take care of you but you will never feel like a man.",
98,/v/,502294271,,"<a href=""#p502293450"" class=""quotelink"">&gt;&gt;502293450</a><br>I want to hold Sae&#039;s hand so bad and make her blush",
99,/v/,502294314,,Because I love the idea of bending a career woman over her desk and fucking her,
100,/v/,502294678,,"<a href=""#p502294076"" class=""quotelink"">&gt;&gt;502294076</a><br>Because they are japanese",
101,/v/,502294765,,"<a href=""#p502294076"" class=""quotelink"">&gt;&gt;502294076</a><br>nips have small pps and bubs",
102,/v/,502279000,,Gravity Rush 3 soon,http://i.4cdn.org/v/1586148214509.png
103,/v/,502290570,,"<a href=""#p502279000"" class=""quotelink"">&gt;&gt;502279000</a><br>Why? Kat&#039;s dead.",http://i.4cdn.org/v/1586156086097.jpg
104,/v/,502290829,,What is your opinion about Cecie?,http://i.4cdn.org/v/1586156271622.jpg
105,/v/,502291032,,"<a href=""#p502289641"" class=""quotelink"">&gt;&gt;502289641</a><br>I wonder if the draw distance would be improved with the new fast meme ssd. I highly doubt we would see the improvements with sony being lazy but playing gr2 in 60fps would be nice.",
106,/v/,502293892,,"<a href=""#p502290829"" class=""quotelink"">&gt;&gt;502290829</a><br>A precious flower we must protect",
107,/v/,502294763,,"<span class=""quote"">&gt;Gravity rush thread</span><br><span class=""quote"">&gt;50% or more of posts are just crying over sony every time</span>",
108,/v/,502254569,Nioh 2 Thread,What&#039;s your philosophy when it comes to customizing skills? Which Arcanes/Boosts do you add to which skills and why?,http://i.4cdn.org/v/1586133741178.jpg
109,/v/,502294396,,"<a href=""#p502254569"" class=""quotelink"">&gt;&gt;502254569</a><br>It upsets me that Giant Toad with Pipe didn’t make a return for the sequel. He was one of my favourites.",
110,/v/,502294431,,"<a href=""#p502294338"" class=""quotelink"">&gt;&gt;502294338</a><br>She looks smol.",
111,/v/,502294451,,"<a href=""#p502294310"" class=""quotelink"">&gt;&gt;502294310</a><br>Oh wow, I didn&#039;t think those shuriken were that potent. Thanks for the info.",
112,/v/,502294537,,"<a href=""#p502294357"" class=""quotelink"">&gt;&gt;502294357</a><br>they&#039;ve spent all their creative (and other) juices making the masterpieces we have now, let them rest",
113,/v/,502294760,,"<a href=""#p502294357"" class=""quotelink"">&gt;&gt;502294357</a><br>Source on that pic pretty please.",
114,/v/,502272081,Risk of Rain,What are your thoughts on the newest update so far?<br><br>Personally I think all the artifacts kind of suck.,http://i.4cdn.org/v/1586144009172.jpg
115,/v/,502294476,,"<a href=""#p502294201"" class=""quotelink"">&gt;&gt;502294201</a><br><span class=""quote"">&gt;Huntress is too weak</span><br>Got it, you&#039;re bad at the game.",
116,/v/,502294543,,"<a href=""#p502293587"" class=""quotelink"">&gt;&gt;502293587</a><br><span class=""quote"">&gt;keep dying as merc</span><br><span class=""quote"">&gt;the guy who shits i-frames and has mobility to escape any situation</span><br>I understand if you&#039;re dying as everybody but, you can make it as Rex but not Merc? Really?",
117,/v/,502294652,,"<a href=""#p502294315"" class=""quotelink"">&gt;&gt;502294315</a><br>There are items that do literally nothing, such as medkit and monster tooth. They are useless, no matter the skill level.",
118,/v/,502294684,,"<a href=""#p502294476"" class=""quotelink"">&gt;&gt;502294476</a><br>Huntress... probably is actually the weakest, being honest. Although I haven&#039;t tested her since the new buffs.",
119,/v/,502294757,,"<a href=""#p502294652"" class=""quotelink"">&gt;&gt;502294652</a><br><span class=""quote"">&gt;monster tooth does nothing</span><br>This is how I know you are bad. Either that or you haven&#039;t played in ages since it got buffed two or three times.",
120,/v/,502275462,,What&#039;s /v/&#039;s honest opinion on Valve?,http://i.4cdn.org/v/1586146032749.jpg
121,/v/,502293991,,They were the shit. Then they turned into weirdos wandering around the office in sandals for 10 years...,
122,/v/,502294170,,"<a href=""#p502275462"" class=""quotelink"">&gt;&gt;502275462</a><br>What&#039;s /v/&#039;s honest opinion on Vent?",http://i.4cdn.org/v/1586158842768.jpg
123,/v/,502294531,,"<a href=""#p502276824"" class=""quotelink"">&gt;&gt;502276824</a><br>before steam i mostly pirated games<br>now i don&#039;t bother cus i have 1000 euro in backlog, unless it have DRM or it require another launcher",
124,/v/,502294649,,"<a href=""#p502292592"" class=""quotelink"">&gt;&gt;502292592</a><br><span class=""quote"">&gt;forced users to use the steam platform</span><br>That&#039;s a funny way to say &quot;people voluntarily and without any threats or compulsion bought a game where it was sold&quot;",
125,/v/,502294759,,"<a href=""#p502294649"" class=""quotelink"">&gt;&gt;502294649</a><br><span class=""quote"">&gt;people voluntarily and without any threats or compulsion bought a game where it was sold</span><br>Clearly oppression",
126,/v/,502294636,What the hell were they thinking with this ridiculous character design?,,http://i.4cdn.org/v/1586159215718.png
127,/v/,502294758,,feet,
128,/v/,502289595,,Reminder all this ass belongs to Rean and his gorilla dick,http://i.4cdn.org/v/1586155395609.jpg
129,/v/,502293880,,"<a href=""#p502289595"" class=""quotelink"">&gt;&gt;502289595</a><br>Imagine the smell...",
130,/v/,502293965,,"<a href=""#p502292495"" class=""quotelink"">&gt;&gt;502292495</a><br>3 and 4 have awesome jiggle physics",
131,/v/,502294087,,"<a href=""#p502292990"" class=""quotelink"">&gt;&gt;502292990</a><br>Yes",
132,/v/,502294593,,"<a href=""#p502292842"" class=""quotelink"">&gt;&gt;502292842</a><br>Why are they wearing a towel inside the bath?",
133,/v/,502294754,,"<a href=""#p502290845"" class=""quotelink"">&gt;&gt;502290845</a><br>I&#039;m 70 hours in Zero on the last chapter, hopefully I can end this ride so I can start Ao...<br><br>Then after more 70-80 hours I&#039;ll get into CS3.",
134,/v/,502294616,,"<span class=""quote"">&gt;retcons a 13 year old game in your path</span><br><span class=""quote"">&gt;next game is Hunt Down the G-Man</span><br>Valve are truly over bros",http://i.4cdn.org/v/1586159199763.jpg
135,/v/,502294753,,they literally retconned the last thing we see happen. it&#039;s not that big of a retcon.,
136,/v/,502277782,UNICLR Thread,Let us begin,http://i.4cdn.org/v/1586147438568.png
137,/v/,502294547,,"<a href=""#p502290931"" class=""quotelink"">&gt;&gt;502290931</a><br><a href=""#p502291736"" class=""quotelink"">&gt;&gt;502291736</a><br>make the pain go away",http://i.4cdn.org/v/1586159143937.jpg
138,/v/,502294653,,"<a href=""#p502294398"" class=""quotelink"">&gt;&gt;502294398</a><br>Well that&#039;s literally the complete opposite reason that guy said he hates avatar cab lobbies because he claims he gets games instantly and then you claim you like them because you don&#039;t get games instantly. So that guy is a complete dumbass.",
139,/v/,502294657,,"<a href=""#p502294547"" class=""quotelink"">&gt;&gt;502294547</a><br>Wonderful",http://i.4cdn.org/v/1586159235363.jpg
140,/v/,502294734,,"<a href=""#p502294547"" class=""quotelink"">&gt;&gt;502294547</a><br>lmao you took my two meme edits and made them 100 times more powerful.<br>Thanks anon.",
141,/v/,502294752,,"<a href=""#p502294653"" class=""quotelink"">&gt;&gt;502294653</a><br>Just goes to show not everyone has the same opinion. Nice to see that this community isn&#039;t a hivemind.",
